txid,from,to,amount
477c68110a12cc2a7d93192b295bb453e171f5588a56de05e011325924e2f4a3,3HUQ2i7wYhHF3eBXNo6LNVYWmKRpcAfbL7,19z4UJ92CmS6NVyhDzDFCu7tcimaMD8d8d,7.04801379
47831498fae0ce7faaf417a25425321d1365c1bd5c83b8f49e61d13a36705dc1,3EjzQk3a1kaazjhdGYLWKMzPDCgiAi87M8,1DioF2aNptVyLzhQLCdavXrDSZ5S8RDHV9,4.6056423
47872d183ab1e8b68016fceccfcbbad8519b6653e641356a56930d815d5e9ac2,3F5FbdAGhLxLJpNSMayNf9ErbB7gPSEocB,1CAAe7qDRnetXyUWi3anFUPbHeFY9KDzuq,5.16531923
479a176f7b4847e83d4f27017a123ef65e18681bc1095206d2fe0fa0f7b3b591,3N6MnKhXaaMFJaxovTQooKNUBtnUdZvV6R,14uix9m3k1d5DpFmU1fPmeN7rmPK3KJKiS,11.02178224
479f583c3e66e7b711816045f4d1d46c7d81a8fdf2643aef23d0ffa2b67869c5,3LgfUHfzujy9onDpevgmMtqrnaYLPGxsDL,1xd8Tdbc9RupfZZmkxnaVkyaKJ8V31NaC,13.09471869
47aa761064be5bc17c00e4e877a3245985d601b2fdf4ff38cdad8e536d0b63ec,3Eg8VE9yhtvWPBNhgs1v7hzrdQCFRWhM7R,1862zZxRs9wpXzWvgmooL9JD7mEB76NzAQ,4.45177198
47dfdc27342b44af415eed0fa714bde9e366298a85f2042b4106b05f73c93707,38XmnUDvXCzFNZqgzdzxmJ9jABtAuR5tzk,1KQon2zQj6ACMfj8kNcJJViSmMSe1yGNEb,77.29516839
47e69b8e626533ebc4c8118891c80f3bdc78b711d0291131ba2af81c9e12382b,3Jokp69zaEWQ9BDKSiTaLZ1aoPDadRqy3C,1GEt4HBmsFz6AWNSZPMDfuapKz7fX2Gt6V,20.28990961
47ed92196bc89a9ae3fee56dbcf69a9f5437a17f1cfd6e938b78b836252b2b1f,3LgMkFQU46YqXKvq43Sd2otNyhtPPkyVzt,169fysNWRJGqbfDbTiVt5ANjJ9eJZTq6nk,25.81759215
47f73fe123b0f66df663d615354cd490fe95f55a98891023d126f50ceeb8a587,3Evn7wJ19dLGBS63zuv7DW62M2yCbpwAXC,1yy12HWpTsn9hmwJy9DHX6RW3hdaPPjcu,54.78368001
480d57f6b14d75cdeacb83d82c1f66aa965c675c90cc54f0ccbc318a75f55a75,3JWhzEewEoQUxP1jVBW99cXUA2p4nK8jSx,1NFyEE5nVrQjLvRzThwCgB5cDUsRswtiHG,6.91426921
483fab6e45861008fda47a86a5ec40524ceb3052e1533c6a45f1912606964c8e,38zAaiKKju8SsSAyc3wwBFL5oR28hE4bqH,1CsUoqhahrjohiDfP1BRpbWS8NP7XK8vBU,4.47991718
48485160d3b8417e2b23adba693750f7b03f8f8ef32747f8cd9f9471c7cbd313,3Qh45qQr4p8Uo5T3kvKpv3UtKUtTNJWTu2,1DaHdr8QEwetB4PkganjEq1zjZ8cA3TJua,48.4177597
485f12cce79ce738f533cb30738c3d816375f9f8ca4432fe9b5fe89b11a3e13e,3B89o6hAiQ43qxn9288WobtEtp3AZUXbD6,1o15R16qHnFNexJuuu2SdZ6Y4it4MWGKB,4.22313456
48673d704be1daf16990868dff51e9405db098543f9bd39e7dbebece3d6d470f,33HeJ4kJ9YwYQVdboyexUUAzdgbwMMxUBW,1PLLSTY8KCkkuyQtBf9nRUsNjnjJRDPQ2T,172.8304256
486a78ccb2c9dd60ece0505e4f84c0288a417a8749ad2d3dcdbd7ba445945dc5,3JsHsUhRy6nS6hWmGNN1SKUq9tuZzuZ4EU,1Bcq6HaJwie2KUwKdT6KYtESCCJeswr1La,12.15638916
48a47e8db59c3a3ee3f3b0221c72d1e92815dd6121340889aec9074560c77633,3E9jaz2gUPZa2mh3Ff5qjNbhHmSvEqTWii,17Vkew9wdr9mhRnSU7mAbmt518xamfhJbi,22.19041328
48a528639f5bbcc7cc224b9f3045b08d935721922fe1b7f47e5e0b6b93afa5c0,38v2AfyHEBHjWecYY27UJgTp3iziFRjJpd,1Exq9SVBbKJjubZ9ULKNS3iWgNvvjioPGL,13.92692573
48bae17c6e347c101d911baa4d3ca0e1cb85894bf7540bdd787ef3d62fe9dcfc,3BjH6kuoK3CtuJ2jWWgvVHGi6naTvkVot5,15SLZAF2ytHtc5E53xndTDrGCyBV1Cv3Wq,215.5422632
48f6de4fc96bc2054ad8b98a35a65e8aeeb05b0cb88e11c18c0ef46dd1754214,3G1MZXWaaX1iNNtNsEDFd52eeywrzxFXTt,1Ex5Z8UJ4LkRqsxofEMX6KXkcRshDPLbF5,78.37091627
48fbc947ba829f3f826c07109fd2cd6b0eb9d6a37ea3c12841e68cf2b7ba4e8a,3NHZiHnpbJDcYPCpJr8R55bqV7darRFGmR,1CtXfRmuxk5JvN5jkyWnRHjjFo6fTajhhs,6.89514004
4907bd6c5850817be81b3f54fac00a089eaef0dee80dd5eca46797829de0343e,35Nh2iakjqvogMray8TmDgFysks58cweMD,1e3c2gTsHJae1H2SMaX61DATyb4GJuvht,4.92044906
49266bf57f87413a8f9742d845d1a6b3f5aff92bae266e3c3f612bdbd5c00fca,3MUgLxzAYuZSCenqkeL66wKUxQYbMMvwjV,1HGux9LD39HkTYkGPoSBVpNBNmTpo9gwNX,21.10969191
493fa6a6a242e0be604a0c219da49b2886c553d0abdf75e5328d5477a01438d4,36SJyePbpTTts7oKrAxkedhFpJXef1Gz3b,15eUUEvsWL6NTyPCJ7arWoRrrTh6iCi5qA,6.98475937
494322625d03de2c928cae43ba226c3f961d002f3583c729062f172788b49353,33MAc7EuUBYCfnPNjNCBdsiFhcCrZhD4Ko,19MywtxG2SddNpWYEnPF5scrmQMC8Biwqk,12.78310482
4956e23c78fa421199e8b8cd8479d6b774d119b5989197c3d119afcdc5392509,3NwDCHWSz2tBbWDX7otcCrCg4xE5CiMmtv,12RtrcRNqmu6AF2nHtLm7Bn6TddguMBrrk,99.99043272
49ea2e1a3b5eb182d83a20a2414fa58518712cb6a3520ff9b6d069e988f409f2,35HMxt15vjDkevGNKYmwqEioAPTGJuYLDg,1NJXCieT99Wpe7upZ5g2mpjQq14FuRwqwF,18.83324103
4a1a3ca80665574a7bf20de7c4d87f18e5736ffdedbd57821339fd5a49a0d7a8,3N22pzgnkEfrKQuk3VoTebRt3RnQney8iL,1A89557fRYRtT93NCEhktrbi5c8F8zFypN,5.44281363
4a2a6759900c7167baa4b0ec6be634207ba6b8e093c58ea2f03d416ed28981e3,3Gg9uob4C2A34gsGeHjkCV3yhqV3mkAU1P,1E2Kgykv2fRyB4UK41NayNJef6j7UZAu3C,12.63280912
4addfb04cf5fc0b609f199f98097556b5e8964f2c9e93de670a231b9031faf70,3MpnKep1UZTidtpPFx5wjUxvtP76RXDWDQ,19fUTnfVwTWYQts45wM5YBo9asWLbTtahR,34.3693089
4b1f751fd8ab43ea3699fb54805479d38822508ebf678945f87a043e65cf3edc,3GysftE8LSsjrEc3qJzPGgt6Wvr52BgXNb,1KrfY5hDKfahPmdPR8DmGvtkFwpMbMhv3m,9.93277193
4b30be0122a8e91baebab528c99cf23db31f6e32acbe7ed0c7827870e1c29073,3JZyXTwuADWnNN5vitK5iu5nBBH2ZLzgqz,1A2Mn3bm942u5Qxdu2HqT9uzHr5MqXpSyY,9.99141233
4b61a9a3e0e0659d10e867eaa26210b31ca6eef8843f8505e23102caf8dbc66d,3FZvduyprZULvxoF8e8WhFjWXCRYQwHCUx,155Tz5bu4X8VR1dTXVLwiPaGC9aaRLBihq,9.98754564
4b6bc8955fcb0c8f7b0b5542d416c8270c8cb9caa8207aa42a279eb547487208,3JekajPNPRaTdVUgkhJsfHUF49KSLRn9sN,1KyuUnZCQdCDYngbaQBPQNebN4yjJqadnL,73.41579544
4b7bd2fd77318b15c42d7405a788378125eccca213d9c55df5bf3a0dcc39526a,3Jec739yzq6umTVTkVBuPLTBrYvfoHy8ux,1CVqo3DY9i5jLSf2HZjp5S5NynsrdLngCh,400.8340461
4c12658c2444c9b975bfb5922a6b4b2dd2e7a56684d7a4e9d720cd954def6316,36LAYPJGFNFGemq2Wdhi7WsDCtJDioyZpx,1HF29JH5xnmau2XQS5R9KuM3ANWiyBehwg,8.87537298
4c453a61d54b6288cde6a3a9b9ed3ad9f2bf2de01bea2e68edf3f175ee2217fc,3HncQoG6LRSAL3B3kvWRafRapbqa2PgVfJ,1CESGujWz3oQCWCcr1taM6iR3yg9mpR5Y,6.09711233
4c5b9420d6bb91cabb0719e94142ccdcef3951ca835eaca1c9e71fef9a05273a,3949ELGPXNpfz6RtusdFptuHXGc5VbDzrr,1JBW54TrfFoW4PySuuHYMMbemBTz9WdMg1,5.22357633
4c6813041b7900894f8f5abe3516b91b364d925de712587c871011ea86ddd074,3NWQfLkxof43DA9xNue1r6aQmw3QUtQ8hk,139jxjc6UVnGwdEpqcZRFCZycKbBdTPFKq,9.51023991
4c7a2403d372a6dbbffbaa8f9cb5a1cb582f44d98e68204a8a48fbceab895b50,3DC4N15EbtwvsMXkJarzJPtWvQSFmG9MPU,1aCX9MsMdADMfzFyDxFyJMDNTCbVAMG8J,28.09028931
4c7c8cecf0f757547e0ed9a3b08c879b6b7638e674b6c5fa0e74f0d6bcfee03b,3A9iWQ8458dVWdnpy5WRfFHxMgv6gpW1kJ,18rDtcjs2T7YpqsLsdEoDGCK3DvnPH2PHj,7.64194123
4c8b5cf93855b8da0e5515af45e206ff0060c6a6a58ea670abe2125158c2d7cb,36VS4YxaU51FNwqfdWY3PJktAA4sBZiYYs,16fAjaGNhYiXX85st4cRk26xwS5dxDH88E,104.6758899
4c991a6d8cc4c749d6a8f19b4676d2d10d05de0694ebe32d31942c849c715620,37pKZCoX6eaF3H62kMwf4dYA3xWDABVq3P,1NZKXecU3e7c3p8imwmoqGhsk8zg81hU3E,5.19184646
4cec26c4f60a2f4a0143fff09ee0b12a66fbe98839788b7b3d20216e04594d4f,3Autk6misTkCsMY8NPGn7XcephUprsQd1b,1EmYchbG6niKR4rweNiXnW5n7BH6VvGxvj,322.658694
4cee83de7f45dbbdd01a564d420286893a71bb985c1b05faeb7a64e729636306,33cwQFsxECR64CcLJUXBic5AVQcRDBBBsP,14qSgXDmbyNknaxnERSRVn3edJaztUbWzf,299.9104698
4cf2a0250fd24795bf203cb4ad7aef5caf789b68fe555ec0825af8ccaf6bd296,3PRfJ7FCnAUvYAzqss7tbtyT8wAPSXFYvL,1NEZEZSHzrz7SHi2Vq1nQdBii6KxXqbr3Q,8.99050927
4cfd5bf56639a74a1a6217d01567699a876fcdd22cdaa528bc6286c636ad9cf4,3BQmADsQZX7AykgoSs3nPZ41LRCmEayMdz,175d1Apbcjq13CssZ2omTTVBD6eVAzUHi2,12.50786972
4d7bdd07fb52e258c23cadea6784c1e4bf096e2fd87531640922f19b3067cc70,3263Su5jMAB2F9Dgyz2fH1rYdtmEsNfDfR,1DXzLBVorDzKcs62WSfnT82FNiVDpTzK5w,4.41052575
4d8b15d49f95b8a6531c46b8f7ad926bf16ff84f02491e77ff23302939ae516d,3Jsk2axfGi1M8XgXHr8u2WrE5NLNAxC6KS,1BCaybfyZSxNUmRRyJg5BUEgzRtonFVdUG,33.15932678
4db2f5551fcf522dc17442f1ed3ea6c076443aa287e2fddf93f9989f0eca73fa,34RdBE8Cw4KGj3BpMvXi3FxgaWY6LCVFws,1LgAPQPVv1EdSHWEtY6bBGh1zjWwS4i689,75.49349992
4dbe40ced17d9cc7b19758d250009ab5534c89177c82427f3f0d1b25cdb5bb21,3CCw76cU1T87WJLKWZ6hjY6qK5NrKQHbky,1D5yViikWECKdmoQzCvj9NdCRnifFZqVvL,35.83127785
4e0de4bc7c91a6f1f6e336817b0e2a3c9990b33210eadf82674a8a83781fc409,3KSThnHQuuqAm8pnLUGXiXZZ2qgCeVgBsu,1NWLccHUQD2JtbddSFeF4YzGMDs4FgvwCp,39.89063088
4e15ce4722019e95fc1384cc29fca87539b4e7796243d670c2e5c8ce98bc2a52,3KPt3rpyae4YRWFLuibZxehDQ7tZ7arZA6,1Ba7x7F4RSb4uTdhpNBm3odsMEe6QoKwds,104.3151407
4e1cad82d1cf5116a32bef62bdfd2cad39b24999df80d12519b398931ed3b486,3NBY2e4tWnZxMnyNx8i2wogdpT4bsSU3vS,19p5kuK19is4SZgPTTyH71uzhyPfyGwWCZ,15.18955584
4e20763a98fabce4182c1f3567f6c8bfe1ac2b6c4005282d1cafae86c66a2a1c,36B8rL9k6xWsotj6fVgyLWfXGAkXoYy95r,14vn3NjT4bho537uKkti2YSo3fP65XmKgC,8.47205961
4e3e4a0fcebbec9375699a6811bad0fdad09c6532014939fd2b9125232f359a4,3KjCuFQhSNWFthTJZBNNsUUdkXVqWnBAxj,1JLpBJs19ELKCKbxkiZEQpGJBpPHJVxyiz,23.89691655
4e4dec8eb42bbf2b91420c89b119120d51b8950869cb73802b3a33cb88c6f819,39bXgudDsyi7b7rpxH6ShrMeVthVQqvgVx,1M3nV4mEQRCUN8yXpdWiDx2Wo12mNzoZV6,17.92516688
4e527f0b23ebcddf026f5890bbca21a09c84c33c015f6afaa9f1b25b847700a7,3FFCqkKbouXzaCu5XNgFcb7isr3oKMWAqx,1F34bhvXTuEWDCqLregWzRRFNXVk7PwaQS,5.49037866
4e61ede58555821baafe5dbe7fd1b7c1cfc74639ab04848a1cb3beea287fb19e,3DQssYBmtnUg8EjZEXiJVTYrY1TcaxQBQn,1154yKz3GLUBoUtu8UJTrFsMyUmR4Ej3iX,9.08288782
4e6c250f9e053411fcf6d2f7623c51e54a90f3dc708eeee05588c3c88c05247a,3AdAMP8GcZ5ZmSzL1f8uMBgowVNTk4gmVE,1LsS8B9UPtL2D6W7kuPZzYJuDYCghqPKB3,12.76257898
4e7c9434e4608d477318bc37684ec9deac917c9a186f2f7a2846481180676790,3GwxmfnS6GiZ35WRtMYeZ5vZrSzXkDsq4b,1G8VW5Cs4oLRd1dP6rFj5JXyt1F3uHUFLs,39.85709475
4e97d912faa1673b1e2583d0a2776d65bf2f1a18324956d326414480096b5c13,3NF1x4Z1wbsg4ake8QKuf3F3TRHR8hBrrP,15W34755yn74mbPjyVepSaqq4bbDDwwxs5,10.58840854
4e99e77b8bbcfc7968bd607cdbabfb5fdf9564b63abbfeb01be47f16fcc4d9e3,38MhAyujgmizMiECD3GPamKuptDY73Wmz2,1AiRf2s8gUdjPyjg4Y5FFu4JrP8XXrNBd5,4.74656433
4ee4dd17f9da1a84deb8eb8f0c3360af4e73ae6cbec36ddd9e6b2b0244ef1364,3KdXYrd8UMWQ5toxBU8iiHQnasdTRMXb7f,1MP3c916NzJkE1zaWkewH5XUR26urCZgJQ,19.67862908
4eee703f9ff410f27e9299868010ef4e695a23710abe04cd583262ecf8fddf86,3GDS96XQQtVZbRTirTR9gMiP1gDDRFz8GV,1Kr5h1y4Q71CnTLzJjwDPa3Kdgy4azBCpf,9.23987419
4f24ef4df7de630513b4e632c9227cb45711a728a2bb0c583fe935011167466c,33bFHHdjkcVVuk3yJoMUTCZVVuxXTwRpVV,158PDfxbPCVL4uDRwQM4w8QFMVSEB5uXXu,10.10934364
4f48b7289e7d74358eb4374f80fc4325157a2a7e1a71a0d341ea18360d459379,31zceEmY813pwr3NCbPFPAqQ2SNFGgLctM,1K1ab9XDTixnqNkfdXaoQazUuSvRxkqXJr,4.98265687
4f4c479bb5f47f7847972fd18deb091ebfe755c50d434da9549c99018c5556a9,32KxvchrYNF3xmqzYW3xhMjY3csAbuKmJa,1JfFryvuRdJuxYCBah6Z1uvnabhkwsAbeD,6.65660776
4f543474a1447bbabf7dd4820509d3d4cfe01169ab9e0e9ae25428d8e49eb4e2,3GHANcd4GutUS53qwP74dwJ79BKGU6xLSe,19V5vEDF9ewp6vnBpJ3RkN5RzSDGhw333R,119.7616687
4f5bb9bd52c9dbc9c0244063ae6fcf7bf96cbbe85b43e9c87f211c9f3570c713,35pF5VRLQhoqzWRwVAefwLnnzqcYnJKDPN,1Lmye4rFsEwf59TXS1yAooNYipUwW2QNF2,24.54229323
4f686772e37f50d1720f0fc4dfb05440aad590dbbd383a2308c4fbe9a6ca02f8,3JHo5CgNYJUR4maWVy59UoJYDEwXWNTgHq,1BsjTqLqc3y44eXjHCJcy8ha4yRDFX9Ajn,7.40766297
4f96b1731c21b27c99261437a6ec976698447624674a6fdba72a8dd0f59c7079,34KRxNYB3CrPUwGhpRR3KgRP1hyyRbh2E8,1P4MZWZGpHTav86EaFC4UaewMc4nNuTuwL,13.5686503
4fd9d2e50aa676d9f9120008b5f57118c8c8ce3fcdd7bfcb1546ec74fddfc122,35XhchzvZHu3zBqDK1LSB1qhSExH1j43cb,1TZeb6A4fNmndvhAWwT1QVWuQxCJ4cckc,11.54061902
4fefab414a0c6413d5a278ed6285df25df0b67755810ad38a89cdef7ba685e21,3ETvVEw8PqGbkangtD8rcpyGQXvCHs6u15,1PaXQV3DYEkZ4eCWXCFUuuVsv5uJAyxJbp,140.5103036
5009d9c071035fa41aa66a000dea88957e7551c9acb8ef46e72d450813e0d0f6,3QnB3mB1hdVZyH4vcnNW6s5Um1gRMGaYHS,1BJg5ravZFLHcwmv2m4bXGFhjhsduGFLJK,5.32477152
502121fdf85e81a9c536c59496c27d91b9ee00ccc176a8d5b0b3522e52f0bbe9,33XeXRCxjqeGi6bgcccZRvnxuB9xtMovVX,19gEiA5Jfwtm59Q9PMjfNDoAWvvrLpKhhU,9.99035961
50780ab82b342cca18edcb33c6f733b943787dc73e5aa34ca7fe50e6ee673509,36WHAVoRwFPwjJ5MBRaFstTRf7xdA4csMA,1HYbGshLXRVU89Ni7SSAiovE59oRAfsTJG,8.66514099
507eaa7b800bcf68f9c3f9b5f5a82bb4c29ace7fe14c2aa0ef6b9b4dc0e0fa97,3PACQWhLSVi9gmrANsw8UAHCs8UjuLP35M,1774otQuKcgLdAMKkD1LGL9iGi7utzZKDQ,20.25417149
5088dba1df88673b578dccf0b4abc01b281e2db25bf8fab455b44e1de29b79ce,3GbaAtEuJU7ZAJoDWyCcgNxqEhmWyd6fox,1NZcj9Gqtj21q4XPdZYMx43HhJyPjE6GqM,4.01349366
50bb40f08225fd821c20c13d37625ed760f052316a864ccd2269527642b42329,39MiQGgxpT8cEgmy984GRUGgDx4tG7Wj3n,1AER7aqxbULK4azohiAnv9HDqB6NjkpgTh,20.94486017
50d199385322ce611f8278eee798640030dbd49b64699507d06d921c97726d5e,3HL5zUcDoar4H16EW2z16eiCnVja5CXpwe,1Gcqy1UFuz2gkTgnbSUetp2JkAPF8kXCyP,5.07970255
50f6c0e3b90e947393f6132b4025b041a81cdd39d27599907f7beb9b57bba6ae,32yWRkpFqq8NHBbqXWCjP62qvZfFj8DmoX,15guWE6inUs1xRkYnngwrHH1niU9iBKTmi,39.94546783
510ea61a85d06eae94d736003064dedf1b9dbf62246b913b4eaf10ca1f22c89f,3AyPYzTrzub7UAzfJsX4ALUJJMioHEwXG2,113rmntH58QEm82DUjENNKRj7bejCeAKnx,13.85369029
511c3427d5f3a7fa2863ed0b3582d9216d69748d5e4e7b29a65932fd9b488728,3Liihk3qnZfPcXGCmHGuTQfLkaWKZVmmwc,1PMrGwk1Mor4GQ4SpkKW8GVrrxqL8RtGdT,9.60264178
513d7007712cec209cdde11ce81a89ebae047665a8ea3e506dc8590c5e7860bd,3ABiQzpNoqKqWbRFb7cGSUxmbEfdPpCVHb,1EWCUyiVkK8zxEp4N2MAt8ZVKruiKWq8BY,1175.486234
51553983dbaeab634327ae96d0aea19f1524c7a66cc6caa922ca400b6e75c895,31xMNwqadfx5oemEXqtTw9xY1VRveJnwfg,1HtWGGRhKKKe2jeaDZPVTQv2wcTF3Doobg,80.94120235
517c634fcf802bb8114516bc32718acf8a4e360decb7d93859e913f958d7bb6d,3Q9YKQvm9anBhgGz8T5LFBUEBxsnvBZs6Q,17bK4sTr1EXxeubEHiUK2zx2eZHdaiyJrz,680.6263704
5191150090a0b0dcd31c432eb8ee17bd98bc6bf13616abce4b2ed21810a0da53,3Liasef6iGqUv3vT8ZaTB7tcbgthobvPbz,13YVauA57k44RA47jdNWb4sP2BNHAwjhJY,19.99874871
519d174307a20e0ec4281648840135ed6d834b2b81127f21ecc8dd04ee5b097d,3EgsrLAYYpRyxBxefbo3QepjnV1vmdDfeB,15MCgn8XUbvmmUYDWeG8WoEYmdz997aBgF,26.12246929
51e47eea3d59282cd7937dfab703adbd8a573807d80a36f74c2a20e03d61f55c,37j4GiL69gqLyrKY8ir64R7LeoT7tE8d8g,1LR1DUjNqk7XvTTAqCxRhx9eGrxcg3JfL9,6.74078727
51ea8e39de50a44f80328be664601854ecb34e9cc92355fa4c76d771a337b543,3FBRsndimGNDp573XNjikAhgqK7rh87Mh8,1CjjdZtRdE819wfGVjCMes3xKg5fGm5YrB,15.49428381
51edbeef0daed37b52ed2176fa028111f721a2774dc2a4376182a12c3d521449,36zwJed2otMug5bMttfvbgzpwAmmg6dER7,15cwZGeUr8xLj2tz5mSa8BfPueM2os7Cy7,22.49015961
5234a44cc9027dd1b82fed38e2d2d3dc76b575c57908230c5df21c9e0a9cc6a3,3AcqnKYBwS5M6iy7u6AjPkTvJY5uTuWXg2,1k24fFuhjzHbaRQJ1kFRyoQ1tEBHgCcQJ,4.17902416
524de3b5be1ce31c5626c50bda0cd0f9df15bcf0deb08e7c26b1ed43b7d7fba7,32P8NeDAxPpF4RssAfXJ49ApSLxNa42mFw,1FUSk4eCn1e7ea5zgHBnE143Wy21T6d6ks,5.93751922
526f12df96b6d094d01fa8425509ae62a0ac49572028e4dc4dff56d9b6823bc7,3C4JKn4CM5B7VQp8FHigrVSx6vnKhF88aT,1MysZszwv1L4mJ7NDm9ZNYMNB5Zv26vbp4,8.97299677
528a6be6a7113848f4f59a72be3fe2b0fcf9448eb52ff18cf65ac0ec12d177bf,3CZtHePPUau9Q7V1UsDjP16Nd4C4odMfFM,1PGvazB7ShREQU28cNKV7uTTLuDNoCYyMd,21.35935963
52b427e37bf7400b14242c988ef0ab850aa555a38e101eada4b327fd3bf0c43c,3GCqVs1dDZum7CfUFbauhzDe9yvNPo4YqK,16PjAfsDUa25f7PzuRpqYpDH4odARgx9gb,8.39274929
52be4beb07a83858ded868063a61190d162c1949436a0f1310dfaa13f8f4b9a3,3GWfw5aWwLtS89ac47p9p6npmb9iJL8nLP,1H7A3nvkGPjNnhsFiBpz83AutNowrj48M4,14.6943405
52dae9c960e391f26ee8f9953a88a1adfd2e3d8242fd058b81dc8754adda2fb2,3KNGQsCZJ5giRDMWECftbuRs6jceCTTqhp,15AXr7JzC2Efyr5MGAcpN9V8qmwZu6gzVY,913.94322
5309f72a6662a55b83b52160f889f7316a5d1182f8484a60b230c52421a356de,39hVh45L8VRQgHAfE4f57kLA3vvRno1c55,13nXFDUCPGnq2oqRUx6W61SRAbcsJspFEN,33.22155298
53247d9ee12f16fc891efa0e4edc6d917f93e4f45c2d131a9fcc013d77662d63,3BrjtjRRZxCgaNWMzQcmmK5L2smEQ6sGd7,1Gc8UEoQQYovEV31twHmhP91EqUsafKddy,9.31136391
5341ed4c1906972b5797458171fd6fb97f49b45011b9faee1871ae7ee47456dd,34Q3b72MnRPFwWJfU5Sbrd8UmqsvjVmZCn,18jUaE1Bqa3KSRcV3S5Nq5svuMc9XhomgP,4.21005678
53520cf1f2ae073f2156b34363785002010028663e09b8f89bb90d3903da88cd,3M45yaSVwpBxQxXF1yWrC1PM5G58XsqTUS,16ZnN2KsAw3ESwPEtX7YoZtFVSPVwt79aZ,14.99074871
536653cfcdf04f85f992f33805dca04d3a7a2de77e0fedca2cb592786e5ebeb8,3EcFu2NdHmRtc93vy3ijT4jrVqpWY78uQ8,1EWWBgQDbWiJpMSzka6e4rB8dP46bG6FNB,14.27096471
536d59243f3e36d9ac34e311453ea0ac15147b76317a078ec78f873e0fbcc41c,3QJ9zdErojJiTNvNDrFhagVaFEgNDFEfUL,1QK6MbtWu7nF5DcQAom6TYxb6WH85goXRm,121.2971059
53ba4eaa6239e85e611c1fb94d8115af1e0bc3ed904c5129313c15cb3b63f99a,3G2ZaxVcRwekLEws82mNdzjAj7gGhrLAGn,1CTsxZy8Wau564XDLe3r8dbWh5ed7Rpmir,200.0008973
53dd9f01d8684a9ad40445fdf6f291749846857cb01a6642aaad5f109e6c9b78,3Ai2y42EA4H1bUe4CXBtBw27BCrm2YuK6u,12MSFK8yEvktXYHkG7e35mTxyRXBx1cV2f,260.7120763
54234ba6793d0b0593a857e56ec739f14a43cab307d39bc0f81d2ffb55ed6a73,3D2Uy3DkpXxNVPxKTFwobJitH1NRjD6S4s,172n3LJzAJATcmWFQnPxW3qAvYe9Z8LMkx,9.99048931
5428de174248ee107cde997a336fe71e0c4a5605475faa1374be5415df6435e0,38ZQkxHwgW8N9uvT48fkLAfADYj3wZJVKf,1486bwBxncbRc1tNeYQejdcJ6L6NP7faeZ,7.67309902
544f3db85823c248719d0f87e9419aba48b7af5cb37d8a7f7b0cd049d88cd23d,36MnKHSNkKgVqG3YQjV4Fum3dmSb1eq5sC,1L8s2kFanyauGBMRUJE5N4Dx4oNjYMF84o,21.49015961
545faed2fe3c87889987e81f52fb5bbf75e941bd8a1ceab005a34e2f6d83386a,37wiJ1pF1hc4kzFpNgq744zXc4UHEjTn3D,18ZgbfZ4WCfnmhs5FTcN6rPRKwWqUn3hvd,303.7769347
54ad9ca82b094f38c96d8293934276a2a46bd6620c6508d8b9c94f62de2a795f,33MGwffyT2tC79wGg21fckpYYDDjPPwsnN,1QLRD4q1R89wwfBcywbu1ZEj3EL9hytCtC,5.5271578
54f17afa830508c058d59f114e6e9fb7ef5973311d3da7453faa04cc666f7998,31sDcpjhALvTJMeCdPkqoYxMjV2ZUUhMM3,19yfQpiqw1Xhv4J5VigoF3tXWabqnpABV2,14.59779711
5588835c96ac2924d99d4e96b0cb6083ff49a0338bd9889deaaf93672c5b74af,3QErmtgTx7TGnRMkttr8B8AMLYZ4AWpkto,1G8NerEiF62ENvhyF8gRs5B4eGvRP2Wpzw,10.99113784
559a2eadda18c4023966dd276c59775ebfb941c76def1cbd61bdcfd40dd2c190,35Q1wCFMqjvmo1vNj4oji6tP59eCZByHzb,18PCeC1Z1CoztcpUdVvdnZSJWaJphQXeNn,12.06651517
55a0c14ca77ca0daf40a04e6caaf1fa0c25870684f886a9c6d995ab4dfc9861d,3G9mQzAAF6sUR76ziP6GTjd7JWHXSZztvT,19rbGgbLsNpAJJ89rLa6XjD9EAwU8bSHin,9.79616475
55a2592225dcd8651e896fca8ea0389a643d51fa1919d1aec85bcb4a1719a43f,3639xjpvGmhwg4kFZef8PndsCpShNi9NSB,14h28Gk9KVi3mdLqvBfh3ERecgT8G6LTSX,206.5172905
55a5a3141904e8aeec7f23a5f7879dd499b80e05e88278a5573a1987ad0a5fdb,37cdowgD4qLQRoqefoQ1nYLpEXeCVTJce4,12ccc66WUkM1B9SDbqoat1NEEDaELs2MsC,14.9933223
55b6d092e834d38688a205326279d7777ebbf8d34b9382cb68c28c6d9ddf27dd,35hRs81Vktj5abSsP54YGHb3jo922jxhdJ,19zsUBq4y9NqQvqgXoFHtfYJqW1qj3TBe3,28.29372232
55dfa5ee7c9ca90f8d225c0bb809e99a24b0c4ce8c9ed267cd5b8a8a816f0a98,3ALCx3Svjztxtd6SiLdZPz4niy7H3gtwRu,1P3bu1eojLfgPPxVjYTTDexU7xEj4ZNozC,12.58689983
55f68f61f307e8461e104920c31d9a8ce299a8bac5b315b9ea9f1bf610179d3c,3PEx8mcvBYULg7ePSb8AymxnBYoiPa3YVf,1pjqmatLEG1CV5ffushkWN8CUcpDu7WeS,9.06933193
